Date,Open,High,Low,Close,Volume
5/5/2025,284.57,284.85,274.40,280.26,"94,618,883"
5/2/2025,284.90,294.78,279.81,287.21,"114,454,703"
5/1/2025,280.01,290.87,279.81,280.52,"99,658,969"
4/30/2025,279.90,284.45,270.78,282.16,"128,961,102"
4/29/2025,285.50,293.32,279.47,292.03,"108,906,602"
4/28/2025,288.98,294.86,272.42,285.88,"151,731,812"
4/25/2025,261.69,286.85,259.63,284.95,"167,560,703"
4/24/2025,250.50,259.54,249.20,259.51,"94,464,203"
4/23/2025,254.86,259.45,244.43,250.74,"150,381,906"
4/22/2025,230.96,242.79,229.85,237.97,"120,858,492"
4/21/2025,230.26,232.21,222.79,227.50,"97,768,008"
4/17/2025,243.47,244.34,237.68,241.37,"83,404,781"
4/16/2025,247.61,251.97,233.89,241.55,"112,378,703"
4/15/2025,249.91,258.75,247.54,254.11,"79,594,320"
4/14/2025,258.36,261.80,245.93,252.35,"100,135,203"
4/11/2025,251.84,257.74,241.36,252.31,"128,948,094"
4/10/2025,260.00,262.49,239.33,252.40,"181,722,594"
4/9/2025,224.69,274.69,223.88,272.20,"219,433,406"
4/8/2025,245.00,250.44,217.80,221.86,"171,603,500"
4/7/2025,223.78,252.00,214.25,233.29,"183,453,797"
4/4/2025,255.38,261.00,236.00,239.43,"181,229,406"
4/3/2025,265.29,276.30,261.51,267.28,"136,174,297"
4/2/2025,254.60,284.99,251.27,282.76,"212,787,812"
4/1/2025,263.80,277.45,259.25,268.46,"146,486,891"
3/31/2025,249.31,260.56,243.36,259.16,"134,008,891"
3/28/2025,275.58,276.10,260.57,263.55,"123,809,398"
3/27/2025,272.48,291.85,271.82,273.13,"162,572,094"
3/26/2025,282.66,284.90,266.51,272.06,"156,254,406"
3/25/2025,283.60,288.20,271.28,288.14,"150,361,500"
3/24/2025,258.08,278.64,256.33,278.39,"169,079,906"
3/21/2025,234.99,249.52,234.55,248.71,"132,728,703"
3/20/2025,233.35,238.00,230.05,236.26,"99,028,273"
3/19/2025,231.61,241.41,229.20,235.86,"111,993,797"
3/18/2025,228.16,230.10,222.28,225.31,"111,477,602"
3/17/2025,245.06,245.40,232.80,238.01,"111,900,602"
3/14/2025,247.31,251.58,240.73,249.98,"100,242,305"
3/13/2025,248.13,248.29,232.60,240.68,"114,813,508"
3/12/2025,247.22,251.84,241.10,248.09,"142,215,703"
3/11/2025,225.31,237.06,217.02,230.58,"174,896,406"
3/10/2025,252.54,253.37,220.00,222.15,"189,076,891"
3/7/2025,259.32,266.25,250.73,262.67,"102,369,602"
3/6/2025,272.06,272.65,260.02,263.45,"98,451,570"
3/5/2025,272.92,279.55,267.71,279.10,"94,042,914"
3/4/2025,270.93,284.35,261.84,272.04,"126,706,602"
3/3/2025,300.34,303.94,277.30,284.65,"115,551,398"
2/28/2025,279.50,293.88,273.60,292.98,"115,697,000"
2/27/2025,291.16,297.23,280.88,281.95,"101,748,203"
2/26/2025,303.72,309.00,288.04,290.80,"100,118,305"
2/25/2025,327.03,328.89,297.25,302.80,"134,228,797"
2/24/2025,338.14,342.40,324.70,330.53,"76,052,320"
2/21/2025,353.44,354.98,334.42,337.80,"74,058,648"
2/20/2025,361.51,362.30,348.00,354.40,"45,965,352"
2/19/2025,354.00,367.34,353.67,360.56,"67,094,367"
2/18/2025,355.01,359.10,350.02,354.11,"51,631,699"
2/14/2025,360.62,362.00,347.50,355.84,"68,277,281"
2/13/2025,345.00,358.69,342.85,355.94,"89,441,523"
2/12/2025,329.94,346.40,329.12,336.51,"105,382,703"
2/11/2025,345.80,349.37,325.10,328.50,"118,543,398"
2/10/2025,356.21,362.70,350.51,350.73,"77,514,898"
2/7/2025,370.19,380.55,360.34,361.62,"70,298,258"
2/6/2025,373.03,375.40,363.18,374.32,"77,918,234"
2/5/2025,387.51,388.39,375.53,378.17,"57,614,719"
2/4/2025,382.63,394.00,381.40,392.21,"57,072,238"
2/3/2025,386.68,389.17,374.36,383.68,"93,732,117"
1/31/2025,401.53,419.99,401.34,404.60,"83,568,227"
1/30/2025,410.78,412.50,384.41,400.28,"98,092,883"
1/29/2025,395.21,398.59,384.48,389.10,"68,033,648"
1/28/2025,396.91,400.59,386.50,398.09,"48,910,680"
1/27/2025,394.80,406.69,389.00,397.15,"58,125,512"
1/24/2025,414.45,418.88,405.78,406.58,"56,427,152"
1/23/2025,416.06,420.73,408.95,412.38,"50,690,594"
1/22/2025,416.81,428.00,414.59,415.11,"60,963,340"
1/21/2025,432.64,433.20,406.31,424.07,"87,320,891"
1/17/2025,421.50,439.74,419.75,426.50,"94,991,430"
1/16/2025,423.49,424.00,409.13,413.82,"68,335,148"
1/15/2025,409.90,429.80,405.66,428.22,"81,375,453"
1/14/2025,414.34,422.64,394.54,396.36,"84,565,023"
1/13/2025,383.21,403.79,380.07,403.31,"67,580,484"
1/10/2025,391.40,399.28,377.29,394.74,"62,287,328"
1/8/2025,392.95,402.50,387.40,394.94,"73,038,805"
1/7/2025,405.83,414.33,390.00,394.36,"75,699,531"
1/6/2025,423.20,426.43,401.70,411.05,"85,516,531"
1/3/2025,381.48,411.88,379.45,410.44,"95,423,328"
1/2/2025,390.10,392.73,373.04,379.28,"109,710,703"
12/31/2024,423.79,427.93,402.54,403.84,"76,825,117"
12/30/2024,419.40,427.00,415.75,417.41,"64,941,008"
12/27/2024,449.52,450.00,426.50,431.66,"82,666,812"
12/26/2024,465.16,465.33,451.02,454.13,"76,651,211"
12/24/2024,435.90,462.78,435.14,462.28,"59,551,754"
12/23/2024,431.00,434.51,415.41,430.60,"72,698,062"
12/20/2024,425.51,447.08,417.64,421.06,"132,216,203"
12/19/2024,451.88,456.36,420.02,436.17,"118,566,094"
12/18/2024,466.50,488.54,427.01,440.13,"149,340,797"
12/17/2024,475.90,483.99,457.51,479.86,"131,223,000"
12/16/2024,441.09,463.19,436.15,463.02,"114,083,797"
12/13/2024,420.00,436.30,415.71,436.23,"89,000,156"
12/12/2024,424.84,429.30,415.00,418.10,"87,752,234"
12/11/2024,409.70,424.88,402.38,424.77,"104,287,602"
12/10/2024,392.68,409.73,390.85,400.99,"97,563,586"
12/9/2024,397.61,404.80,378.01,389.79,"96,359,172"
12/6/2024,377.42,389.49,370.80,389.22,"81,455,828"
12/5/2024,359.87,375.43,359.50,369.49,"81,403,570"
12/4/2024,353.00,358.10,348.60,357.93,"50,810,871"
12/3/2024,351.80,355.69,348.20,351.42,"58,267,199"
12/2/2024,352.38,360.00,351.15,357.09,"77,986,477"
11/29/2024,336.08,345.45,334.65,345.16,"37,167,621"
11/27/2024,341.80,342.55,326.59,332.89,"57,896,441"
11/26/2024,341.00,346.96,335.66,338.23,"62,295,859"
11/25/2024,360.14,361.93,338.20,338.59,"95,890,898"
11/22/2024,341.09,361.53,337.70,352.56,"89,140,719"
11/21/2024,343.81,347.99,335.28,339.64,"58,011,719"
11/20/2024,345.00,346.60,334.30,342.03,"66,340,648"
11/19/2024,335.76,347.38,332.75,346.00,"88,852,445"
11/18/2024,340.73,348.55,330.01,338.74,"126,547,508"
11/15/2024,310.57,324.68,309.22,320.72,"114,440,305"
11/14/2024,327.69,329.98,310.37,311.18,"120,726,094"
11/13/2024,335.85,344.60,322.50,330.24,"125,405,602"
11/12/2024,342.74,345.84,323.31,328.49,"155,726,000"
11/11/2024,346.30,358.64,336.00,350.00,"210,521,594"
11/8/2024,299.14,328.71,297.66,321.22,"204,782,797"
11/7/2024,288.89,299.75,285.52,296.91,"117,309,203"
11/6/2024,284.67,289.59,275.62,288.53,"165,228,703"
11/5/2024,247.34,255.28,246.21,251.44,"69,282,516"
11/4/2024,244.56,248.90,238.88,242.84,"68,802,352"
11/1/2024,252.04,254.00,246.63,248.98,"57,544,762"
10/31/2024,257.99,259.75,249.25,249.85,"66,575,289"
10/30/2024,258.04,263.35,255.82,257.55,"53,993,578"
10/29/2024,264.51,264.98,255.51,259.52,"80,521,750"
10/28/2024,270.00,273.54,262.24,262.51,"107,653,602"
10/25/2024,256.01,269.49,255.32,269.19,"161,611,906"
10/24/2024,244.68,262.12,242.65,260.48,"204,491,906"
10/23/2024,217.13,218.72,212.11,213.65,"80,938,891"
10/22/2024,217.31,218.22,215.26,217.97,"43,268,738"
10/21/2024,218.90,220.48,215.73,218.85,"47,328,992"
10/18/2024,220.71,222.28,219.23,220.70,"49,611,871"
10/17/2024,221.59,222.08,217.90,220.89,"50,791,781"
10/16/2024,221.40,222.82,218.93,221.33,"49,632,820"
10/15/2024,220.01,224.26,217.12,219.57,"62,988,793"
10/14/2024,220.13,221.91,213.74,219.16,"86,291,922"
10/11/2024,220.13,223.34,214.38,217.80,"142,628,891"
10/10/2024,241.81,242.79,232.34,238.77,"83,087,055"
10/9/2024,243.82,247.43,239.51,241.05,"66,289,531"
10/8/2024,243.56,246.21,240.56,244.50,"56,303,160"
10/7/2024,249.00,249.83,240.70,240.83,"68,113,273"
10/4/2024,246.69,250.96,244.58,250.08,"86,726,289"
10/3/2024,244.48,249.79,237.81,240.66,"80,729,242"
10/2/2024,247.55,251.16,241.50,249.02,"93,983,930"
10/1/2024,262.67,263.98,248.53,258.02,"87,397,609"
9/30/2024,259.04,264.86,255.77,261.63,"80,873,375"
9/27/2024,257.38,260.70,254.12,260.46,"70,988,070"
9/26/2024,260.60,261.75,251.53,254.22,"67,142,195"
9/25/2024,252.54,257.05,252.28,257.02,"65,034,320"
9/24/2024,254.08,257.19,249.05,254.27,"88,491,000"
9/23/2024,242.61,250.00,241.92,250.00,"86,927,195"
9/20/2024,241.52,243.99,235.92,238.25,"99,879,070"
9/19/2024,234.00,244.24,232.13,243.92,"102,694,602"
9/18/2024,230.09,235.68,226.88,227.20,"78,010,203"
9/17/2024,229.45,234.57,226.55,227.87,"66,761,641"
9/16/2024,229.30,229.96,223.53,226.78,"54,323,000"
9/13/2024,228.00,232.67,226.32,230.29,"59,515,113"
9/12/2024,224.66,231.45,223.83,229.81,"72,020,039"
9/11/2024,224.55,228.47,216.80,228.13,"83,548,633"
9/10/2024,220.07,226.40,218.64,226.17,"78,891,133"
9/9/2024,216.20,219.87,213.67,216.27,"67,443,523"
9/6/2024,232.60,233.60,210.51,210.73,"112,177,000"
9/5/2024,223.49,235.00,222.25,230.17,"119,355,000"
9/4/2024,210.59,222.22,210.57,219.41,"80,651,766"
9/3/2024,215.26,219.90,209.64,210.60,"76,551,800"
8/30/2024,208.63,214.57,207.03,214.11,"63,370,609"
8/29/2024,209.80,214.89,205.97,206.28,"62,308,820"
8/28/2024,209.72,211.84,202.59,205.75,"64,116,352"
8/27/2024,213.25,215.66,206.94,209.21,"62,821,391"
8/26/2024,218.75,219.09,211.01,213.21,"59,301,191"
8/23/2024,214.46,221.48,214.21,220.32,"81,525,211"
8/22/2024,223.82,224.80,210.32,210.66,"79,514,477"
8/21/2024,222.67,224.66,218.86,223.27,"70,145,961"
8/20/2024,224.88,228.22,219.56,221.10,"74,001,188"
8/19/2024,217.07,222.98,214.09,222.72,"76,435,219"
8/16/2024,211.15,219.80,210.80,216.12,"88,765,117"
8/15/2024,205.02,215.88,204.82,214.14,"89,848,531"
8/14/2024,207.39,208.44,198.75,201.38,"70,250,008"
8/13/2024,198.47,208.49,197.06,207.83,"76,247,391"
8/12/2024,199.02,199.26,194.67,197.49,"64,044,898"
8/9/2024,197.05,200.88,195.11,200.00,"58,648,273"
8/8/2024,195.70,200.70,192.04,198.84,"65,033,871"
8/7/2024,200.77,203.49,191.48,191.76,"71,159,773"
8/6/2024,200.75,202.90,192.67,200.64,"73,783,938"
8/5/2024,185.22,203.88,182.00,198.88,"100,308,797"
8/2/2024,214.88,216.13,205.78,207.67,"82,880,117"
8/1/2024,227.69,231.87,214.33,216.86,"83,861,906"
7/31/2024,227.90,234.68,226.79,232.07,"67,497,008"
7/30/2024,232.25,232.41,220.00,222.62,"100,560,305"
7/29/2024,224.90,234.27,224.70,232.10,"129,201,797"
7/26/2024,221.19,222.28,215.33,219.80,"94,604,148"
7/25/2024,216.80,226.00,216.23,220.25,"100,636,492"
7/24/2024,225.42,225.99,214.71,215.99,"167,942,891"
7/23/2024,253.60,255.76,245.63,246.38,"111,928,203"
7/22/2024,244.21,253.21,243.75,251.51,"101,225,398"
7/19/2024,247.79,249.44,236.83,239.20,"87,403,906"
7/18/2024,251.09,257.14,247.20,249.23,"110,869,000"
7/17/2024,252.73,258.47,246.18,248.50,"115,584,797"
7/16/2024,255.31,258.62,245.80,256.56,"126,332,492"
7/15/2024,255.97,265.60,251.73,252.64,"146,912,891"
7/12/2024,235.80,251.84,233.09,248.23,"155,955,812"
7/11/2024,263.30,271.00,239.65,241.03,"221,707,297"
7/10/2024,262.80,267.59,257.86,263.26,"128,519,398"
7/9/2024,251.00,265.61,250.30,262.33,"160,742,500"
7/8/2024,247.71,259.44,244.57,252.94,"157,219,594"
7/5/2024,249.81,252.37,242.46,251.52,"154,501,203"
7/3/2024,234.56,248.35,234.25,246.39,"166,561,500"
7/2/2024,218.89,231.30,218.06,231.26,"205,047,906"
7/1/2024,201.02,213.23,200.85,209.86,"135,691,391"
6/28/2024,199.55,203.20,195.26,197.88,"95,438,070"
6/27/2024,195.17,198.72,194.05,197.42,"72,746,523"
6/26/2024,186.54,197.76,186.36,196.37,"95,737,070"
6/25/2024,184.40,187.97,182.01,187.35,"63,678,273"
6/24/2024,184.97,188.80,182.55,182.58,"61,992,070"
6/21/2024,182.30,183.95,180.69,183.01,"63,029,480"
6/20/2024,184.68,185.21,179.66,181.57,"55,893,141"
6/18/2024,186.56,187.20,182.37,184.86,"68,982,273"
