Date,Open,High,Low,Close,Volume
11/25/2024,231.46,233.25,229.74,232.87,90152828.00
11/22/2024,228.06,230.72,228.06,229.87,38168246.00
11/21/2024,228.88,230.16,225.71,228.52,42108328.00
11/20/2024,228.06,229.93,225.89,229.00,35169566.00
11/19/2024,226.98,230.16,226.66,228.28,36211770.00
11/18/2024,225.25,229.74,225.17,228.02,44686020.00
11/15/2024,226.40,226.92,224.27,225.00,47923699.00
11/14/2024,225.02,228.87,225.00,228.22,44923941.00
11/13/2024,224.01,226.65,222.76,225.12,48566219.00
11/12/2024,224.55,225.59,223.36,224.23,40398301.00
11/11/2024,225.00,225.70,221.50,224.23,42005602.00
11/8/2024,227.17,228.66,226.41,226.96,38328820.00
11/7/2024,224.63,227.88,224.57,227.48,42137688.00
11/6/2024,222.61,226.07,221.19,222.72,54561121.00
11/5/2024,221.80,223.95,221.14,223.45,28111340.00
11/4/2024,220.99,222.79,219.71,222.01,44944473.00
11/1/2024,220.97,225.35,220.27,222.91,65276738.00
10/31/2024,229.34,229.83,225.37,225.91,64370090.00
10/30/2024,232.61,233.47,229.55,230.10,47070910.00
10/29/2024,233.10,234.33,232.32,233.67,35417246.00
10/28/2024,233.32,234.73,232.55,233.40,36087129.00
10/25/2024,229.74,233.22,229.57,231.41,38802301.00
10/24/2024,229.98,230.82,228.41,230.57,31109500.00
10/23/2024,234.08,235.14,227.76,230.76,52286980.00
10/22/2024,233.89,236.22,232.60,235.86,38846578.00
10/21/2024,234.45,236.85,234.45,236.48,36254473.00
10/18/2024,236.18,236.18,234.01,235.00,46431473.00
10/17/2024,233.43,233.85,230.52,232.15,32993809.00
10/16/2024,231.60,232.12,229.84,231.78,34082238.00
10/15/2024,233.61,237.49,232.37,233.85,64751367.00
10/14/2024,228.70,231.73,228.60,231.30,39882090.00
10/11/2024,229.30,229.41,227.34,227.55,31759189.00
10/10/2024,227.78,229.50,227.17,229.04,28183539.00
10/9/2024,225.23,229.75,224.83,229.54,33591090.00
10/8/2024,224.30,225.98,223.25,225.77,31855689.00
10/7/2024,224.50,225.69,221.33,221.69,39505352.00
10/4/2024,227.90,228.00,224.13,226.80,37345102.00
10/3/2024,225.14,226.81,223.32,225.67,34044160.00
10/2/2024,225.89,227.37,223.02,226.78,32880609.00
10/1/2024,229.52,229.65,223.74,226.21,63285047.00
9/30/2024,230.04,233.00,229.65,233.00,54793391.00
